#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A80BCB
#Date Time: 2020-07-08 16:36:58.159

Time (s),Channel 1 (V)
-0.483125,0.734663355551132
-0.483,0.7366479154029836
-0.482875,0.7333403156498978
-0.48275,0.7442553948350809
-0.482625,0.736317155427675
-0.4825,0.7521936342424866
-0.482375,0.8123919497486477
-0.48225,0.8044537103412418
-0.482125,0.8094151099708705
-0.482,0.8067690301684018
-0.481875,0.805115230291859
-0.48175,0.8087535900202534
-0.481625,0.8070997901437105
-0.4815,0.8057767502424762
-0.481375,0.8057767502424762
-0.48125,0.8074305501190191
-0.481125,0.8024691504893904
-0.481,0.8070997901437105
-0.480875,0.8074305501190191
-0.48075,0.8080920700696362
-0.480625,0.8074305501190191
-0.4805,0.8047844703165504
-0.480375,0.800484590637539
-0.48025,0.8001538306622303
-0.480125,0.8123919497486477
-0.48,0.8107381498721048
-0.479875,0.8094151099708705
-0.47975,0.8041229503659333
-0.479625,0.8021383905140819
-0.4795,0.8018076305387732
-0.479375,0.8166918294276592
-0.47925,0.8130534696992648
-0.479125,0.8097458699461791
-0.479,0.8140457496251906
-0.478875,0.8067690301684018
-0.47875,0.7985000307856874
-0.478625,0.8120611897733391
-0.4785,0.8127227097239563
-0.478375,0.8064382701930933
-0.47825,0.8752363450572773
-0.478125,0.8821823045387575
-0.478,0.8818515445634489
-0.477875,0.8858206642671519
-0.47775,0.8858206642671519
-0.477625,0.8907820638967805
-0.4775,0.8861514242424604
-0.477375,0.8815207845881403
-0.47725,0.8788747047856718
-0.477125,0.8868129441930775
-0.477,0.8924358637733234
-0.476875,0.8825130645140661
-0.47675,0.8874744641436947
-0.476625,0.8881359840943119
-0.4765,0.8871437041683862
-0.476375,0.8749055850819688
-0.47625,0.8795362247362889
-0.476125,0.8828438244893746
-0.476,0.8788747047856718
-0.475875,0.8745748251066602
-0.47575,0.8831745844646832
-0.475625,0.8921051037980148
-0.4755,0.8894590239955462
-0.475375,0.8897897839708547
-0.47525,0.8907820638967805
-0.475125,0.875567105032586
-0.475,0.8887975040449291
-0.474875,0.8871437041683862
-0.47475,0.8719287453041916
-0.474625,0.884166864390609
-0.4745,0.8851591443165346
-0.474375,0.8887975040449291
-0.47425,0.8818515445634489
-0.474125,0.9331193407362783
-0.474,0.974133577674542
-0.473875,0.9734720577239248
-0.47375,0.9734720577239248
-0.473625,0.974133577674542
-0.4735,0.9638800184399761
-0.473375,0.974133577674542
-0.47325,0.971818257847382
-0.473125,0.9698336979955304
-0.473,0.9668568582177532
-0.472875,0.9747950976251591
-0.47275,0.9764488975017019
-0.472625,0.9724797777979991
-0.4725,0.9731412977486162
-0.472375,0.9734720577239248
-0.47225,0.9714874978720733
-0.472125,0.9744643376498505
-0.472,0.971818257847382
-0.471875,0.9777719374029363
-0.47175,0.9721490178226905
-0.471625,0.971818257847382
-0.4715,0.9711567378967647
-0.471375,0.967849138143679
-0.47125,0.9744643376498505
-0.471125,0.967849138143679
-0.471,0.9695029380202219
-0.470875,0.9691721780449133
-0.47075,0.9721490178226905
-0.470625,0.9695029380202219
-0.4705,0.9721490178226905
-0.470375,0.9618954585881246
-0.47025,0.9711567378967647
-0.470125,0.9701644579708391
-0.47,1.004563495402931
-0.469875,1.060131171254772
-0.46975,1.0561620515510692
-0.469625,1.0614542111560064
-0.4695,1.0545082516745263
-0.469375,1.0598004112794635
-0.46925,1.0611234511806977
-0.469125,1.0588081313535378
-0.469,1.0564928115263776
-0.468875,1.053846731723909
-0.46875,1.0588081313535378
-0.468625,1.057154331476995
-0.4685,1.053846731723909
-0.468375,1.0614542111560064
-0.46825,1.0604619312300807
-0.468125,1.0611234511806977
-0.468,1.0584773713782292
-0.467875,1.0588081313535378
-0.46775,1.0574850914523033
-0.467625,1.0598004112794635
-0.4675,1.0588081313535378
-0.467375,1.0564928115263776
-0.46725,1.0604619312300807
-0.467125,1.0581466114029205
-0.467,1.0528544517979834
-0.466875,1.053846731723909
-0.46675,1.0611234511806977
-0.466625,1.0531852117732918
-0.4665,1.0548390116498347
-0.466375,1.0528544517979834
-0.46625,1.0521929318473662
-0.466125,1.0588081313535378
-0.466,1.053846731723909
-0.465875,1.057154331476995
-0.46575,1.147782564711545
-0.465625,1.1560515640942595
-0.4655,1.1557208041189508
-0.465375,1.147121044760928
-0.46525,1.151751684415248
-0.465125,1.1577053639708024
-0.465,1.153405484291791
-0.464875,1.1550592841683338
-0.46475,1.147782564711545
-0.464625,1.1537362442670993
-0.4645,1.1520824443905564
-0.464375,1.1563823240695679
-0.46425,1.1510901644646307
-0.464125,1.1481133246868536
-0.464,1.1557208041189508
-0.463875,1.1577053639708024
-0.46375,1.1570438440201851
-0.463625,1.1530747243164823
-0.4635,1.1487748446374706
-0.463375,1.1494363645880878
-0.46325,1.160351443773271
-0.463125,1.154067004242408
-0.463,1.1530747243164823
-0.462875,1.1629975235757395
-0.46275,1.1577053639708024
-0.462625,1.1570438440201851
-0.4625,1.1557208041189508
-0.462375,1.1487748446374706
-0.46225,1.1474518047362365
-0.462125,1.152413204365865
-0.462,1.1530747243164823
-0.461875,1.1550592841683338
-0.46175,1.1484440846621622
-0.461625,1.2231958390819007
-0.4615,1.2532949968349811
-0.461375,1.2410568777485638
-0.46125,1.2407261177732551
-0.461125,1.2433721975757237
-0.461,1.2460182773781925
-0.460875,1.246349037353501
-0.46075,1.2466797973288095
-0.460625,1.2496566371065867
-0.4605,1.2470105573041181
-0.460375,1.2473413172794268
-0.46025,1.249325877131278
-0.460125,1.2430414376004153
-0.46,1.246349037353501
-0.459875,1.2473413172794268
-0.45975,1.2539565167855984
-0.459625,1.2430414376004153
-0.4595,1.2470105573041181
-0.459375,1.246349037353501
-0.45925,1.2446952374769582
-0.459125,1.249325877131278
-0.459,1.2529642368596725
-0.458875,1.2519719569337469
-0.45875,1.2476720772547352
-0.458625,1.2374185180201693
-0.4585,1.244033717526341
-0.458375,1.2427106776251067
-0.45825,1.244033717526341
-0.458125,1.240064597822638
-0.458,1.2536257568102898
-0.457875,1.2483335972053524
-0.45775,1.2552795566868327
-0.457625,1.2483335972053524
-0.4575,1.255610316662141
-0.457375,1.2542872767609068
-0.45725,1.2450259974522666
-0.457125,1.2526334768843639
-0.457,1.250318157057204
-0.456875,1.2496566371065867
-0.45675,1.2476720772547352
-0.456625,1.2536257568102898
-0.4565,1.2671869157979414
-0.456375,1.3459077899213827
-0.45625,1.3508691895510114
-0.456125,1.3505384295757028
-0.456,1.3545075492794056
-0.455875,1.3594689489090344
-0.45575,1.3564921091312572
-0.455625,1.3574843890571828
-0.4555,1.3498769096250856
-0.455375,1.352853749402863
-0.45525,1.3594689489090344
-0.455125,1.3525229894275543
-0.455,1.3478923497732342
-0.454875,1.3564921091312572
-0.45475,1.3502076696003942
-0.454625,1.34888462969916
-0.4545,1.35119994952632
-0.454375,1.3505384295757028
-0.45425,1.3548383092547143
-0.454125,1.3508691895510114
-0.454,1.3548383092547143
-0.453875,1.3505384295757028
-0.45375,1.3485538697238513
-0.453625,1.3564921091312572
-0.4535,1.34888462969916
-0.453375,1.351861469476937
-0.45325,1.3505384295757028
-0.453125,1.3482231097485426
-0.453,1.3538460293287886
-0.452875,1.3495461496497771
-0.45275,1.3548383092547143
-0.452625,1.3578151490324915
-0.4525,1.347230829822617
-0.452375,1.3515307095016285
-0.45225,1.344915509995457
-0.452125,1.3531845093781714
-0.452,1.3571536290818744
-0.451875,1.3578151490324915
-0.45175,1.3548383092547143
-0.451625,1.3571536290818744
-0.4515,1.355169069230023
-0.451375,1.352853749402863
-0.45125,1.404452305551001
-0.451125,1.4491049022176588
-0.451,1.4484433822670417
-0.450875,1.4524125019707446
-0.45075,1.451420222044819
-0.450625,1.4448050225386473
-0.4505,1.436536023155933
-0.450375,1.4428204626867958
-0.45025,1.4500971821435846
-0.450125,1.451420222044819
-0.45,1.4464588224151902
-0.449875,1.4454665424892645
-0.44975,1.4507587020942017
-0.449625,1.4517509820201275
-0.4495,1.4461280624398816
-0.449375,1.4401743828843272
-0.44925,1.448112622291733
-0.449125,1.4444742625633387
-0.449,1.445797302464573
-0.448875,1.4474511023411158
-0.44875,1.4484433822670417
-0.448625,1.451420222044819
-0.4485,1.4454665424892645
-0.448375,1.4474511023411158
-0.44825,1.448112622291733
-0.448125,1.4527432619460532
-0.448,1.4484433822670417
-0.447875,1.448112622291733
-0.44775,1.4491049022176588
-0.447625,1.4491049022176588
-0.4475,1.4500971821435846
-0.447375,1.43719754310655
-0.44725,1.4441435025880303
-0.447125,1.448112622291733
-0.447,1.4553893417485217
-0.446875,1.4491049022176588
-0.44675,1.4467895823904988
-0.446625,1.4467895823904988
-0.4465,1.448112622291733
-0.446375,1.4507587020942017
-0.44625,1.450427942118893
-0.446125,1.4461280624398816
-0.446,1.546017574983072
-0.445875,1.5526327744892434
-0.44575,1.546679094933689
-0.445625,1.554617334341095
-0.4455,1.5493251747361576
-0.445375,1.5519712545386264
-0.44525,1.548332894810232
-0.445125,1.546679094933689
-0.445,1.5509789746127005
-0.444875,1.5476713748596147
-0.44475,1.5539558143904777
-0.444625,1.5536250544151693
-0.4445,1.5516404945633178
-0.444375,1.5493251747361576
-0.44425,1.5440330151312205
-0.444125,1.5489944147608492
-0.444,1.5470098549089977
-0.443875,1.5486636547855406
-0.44375,1.550648214637392
-0.443625,1.5509789746127005
-0.4435,1.5556096142670206
-0.443375,1.5562711342176379
-0.44325,1.5539558143904777
-0.443125,1.554617334341095
-0.443,1.5470098549089977
-0.442875,1.5516404945633178
-0.44275,1.550648214637392
-0.442625,1.5427099752299862
-0.4425,1.550648214637392
-0.442375,1.5446945350818375
-0.44225,1.5427099752299862
-0.442125,1.5476713748596147
-0.442,1.5446945350818375
-0.441875,1.5496559347114662
-0.44175,1.5509789746127005
-0.441625,1.5440330151312205
-0.4415,1.546017574983072
-0.441375,1.555278854291712
-0.44125,1.5496559347114662
-0.441125,1.5453560550324548
-0.441,1.5470098549089977
-0.440875,1.5880240918472612
-0.44075,1.6667449659707025
-0.440625,1.657814446637371
-0.4405,1.6604605264398395
-0.440375,1.6601297664645311
-0.44025,1.6614528063657654
-0.440125,1.6597990064892225
-0.44,1.6604605264398395
-0.439875,1.6551683668349024
-0.43975,1.655499126810211
-0.439625,1.6607912864151482
-0.4395,1.6637681261929254
-0.439375,1.6674064859213198
-0.43925,1.659468246513914
-0.439125,1.6601297664645311
-0.439,1.6591374865386053
-0.438875,1.6654219260694683
-0.43875,1.6621143263163825
-0.438625,1.6604605264398395
-0.4385,1.6568221667114453
-0.438375,1.6604605264398395
-0.43825,1.6674064859213198
-0.438125,1.6614528063657654
-0.438,1.6617835663410738
-0.437875,1.6634373662176167
-0.43775,1.6674064859213198
-0.437625,1.6637681261929254
-0.4375,1.6746832053781084
-0.437375,1.6683987658472454
-0.43725,1.6667449659707025
-0.437125,1.6588067265632969
-0.437,1.6551683668349024
-0.436875,1.6581452066126796
-0.43675,1.6591374865386053
-0.436625,1.6644296461435426
-0.4365,1.6654219260694683
-0.436375,1.6667449659707025
-0.43625,1.6574836866620624
-0.436125,1.6551683668349024
-0.436,1.659468246513914
-0.435875,1.6654219260694683
-0.43575,1.6674064859213198
-0.435625,1.7438120402176012
-0.4355,1.761011558933647
-0.435375,1.76498067863735
-0.43525,1.7682882783904357
-0.435125,1.756380919279327
-0.435,1.7606807989583384
-0.434875,1.7613423189089557
-0.43475,1.771265118168213
-0.434625,1.76266535881019
-0.4345,1.774572717921299
-0.434375,1.7692805583163616
-0.43425,1.771265118168213
-0.434125,1.768949798341053
-0.434,1.7593577590571043
-0.433875,1.7639883987114242
-0.43375,1.7537348394768584
-0.433625,1.7616730788842643
-0.4335,1.7643191586867328
-0.433375,1.7593577590571043
-0.43325,1.76498067863735
-0.433125,1.766634478513893
-0.433,1.768949798341053
-0.432875,1.7709343581929045
-0.43275,1.7646499186620415
-0.432625,1.7653114386126587
-0.4325,1.7722573980941387
-0.432375,1.7742419579459903
-0.43225,1.7646499186620415
-0.432125,1.7623345988348813
-0.432,1.7590269990817957
-0.431875,1.7722573980941387
-0.43175,1.7633268787608072
-0.431625,1.768949798341053
-0.4315,1.7636576387361158
-0.431375,1.7646499186620415
-0.43125,1.7659729585632757
-0.431125,1.772918918044756
-0.431,1.7596885190324127
-0.430875,1.7742419579459903
-0.43075,1.766634478513893
-0.430625,1.7633268787608072
-0.4305,1.7801956375015446
-0.430375,1.859578031575603
-0.43025,1.8618933514027631
-0.430125,1.8605703115015289
-0.43,1.8599087915509118
-0.429875,1.8625548713533804
-0.42975,1.8655317111311576
-0.429625,1.859578031575603
-0.4295,1.8579242316990603
-0.429375,1.8665239910570832
-0.42925,1.8615625914274545
-0.429125,1.8605703115015289
-0.429,1.8562704318225174
-0.428875,1.8622241113780718
-0.42875,1.8569319517731344
-0.428625,1.8645394312052317
-0.4285,1.8602395515262202
-0.428375,1.865200951155849
-0.42825,1.8661932310817746
-0.428125,1.865200951155849
-0.428,1.870493110760786
-0.427875,1.8605703115015289
-0.42775,1.8638779112546147
-0.427625,1.8546166319459745
-0.4275,1.857262711748443
-0.427375,1.8632163913039974
-0.42725,1.865200951155849
-0.427125,1.8618933514027631
-0.427,1.8671855110077002
-0.426875,1.8615625914274545
-0.42675,1.8579242316990603
-0.426625,1.8575934717237517
-0.4265,1.8562704318225174
-0.426375,1.8523013121188143
-0.42625,1.8592472716002946
-0.426125,1.8612318314521459
-0.426,1.8648701911805403
-0.425875,1.867516270983009
-0.42575,1.8632163913039974
-0.425625,1.8612318314521459
-0.4255,1.8559396718472088
-0.425375,1.857262711748443
-0.42525,1.9138226675262098
-0.425125,1.9578137442422505
-0.425,1.9528523446126218
-0.424875,1.959798304094102
-0.42475,1.963767423797805
-0.424625,1.9588060241681764
-0.4245,1.9601290640694105
-0.424375,1.972367183155828
-0.42425,1.972367183155828
-0.424125,1.9631059038471879
-0.424,1.959798304094102
-0.423875,1.9650904636990392
-0.42375,1.9640981837731135
-0.423625,1.9631059038471879
-0.4235,1.9611213439953363
-0.423375,1.963767423797805
-0.42325,1.9644289437484221
-0.423125,1.9677365435015077
-0.423,1.9670750235508907
-0.422875,1.9627751438718792
-0.42275,1.9607905840200277
-0.422625,1.9607905840200277
-0.4225,1.9650904636990392
-0.422375,1.9687288234274336
-0.42225,1.9601290640694105
-0.422125,1.9631059038471879
-0.422,1.9717056632052108
-0.421875,1.9670750235508907
-0.42175,1.966744263575582
-0.421625,1.959798304094102
-0.4215,1.968398063452125
-0.421375,1.9693903433780506
-0.42125,1.9611213439953363
-0.421125,1.960459824044719
-0.421,1.9654212236743478
-0.420875,1.9584752641928678
-0.42075,1.961452103970645
-0.420625,1.9627751438718792
-0.4205,1.9644289437484221
-0.420375,1.959798304094102
-0.42025,1.9650904636990392
-0.420125,1.9680673034768164
-0.42,2.057372496810132
-0.419875,2.0586955367113666
-0.41975,2.0570417368348237
-0.419625,2.0620031364644524
-0.4195,2.056049456908898
-0.419375,2.0600185766126007
-0.41925,2.0563802168842065
-0.419125,2.0633261763656865
-0.419,2.0620031364644524
-0.418875,2.0626646564150697
-0.41875,2.0600185766126007
-0.418625,2.059026296686675
-0.4185,2.050426537328652
-0.418375,2.046457417624949
-0.41825,2.059357056661984
-0.418125,2.0583647767360578
-0.418,2.0563802168842065
-0.417875,2.0616723764891436
-0.41775,2.0653107362175382
-0.417625,2.060680096563218
-0.4175,2.059026296686675
-0.417375,2.0547264170076636
-0.41725,2.0600185766126007
-0.417125,2.0616723764891436
-0.417,2.057703256785441
-0.416875,2.0547264170076636
-0.41675,2.060680096563218
-0.416625,2.0636569363409953
-0.4165,2.0620031364644524
-0.416375,2.0626646564150697
-0.41625,2.0639876963163037
-0.416125,2.0656414961928466
-0.416,2.059026296686675
-0.415875,2.0563802168842065
-0.41575,2.059357056661984
-0.415625,2.0596878166372923
-0.4155,2.0639876963163037
-0.415375,2.066303016143464
-0.41525,2.0600185766126007
-0.415125,2.0596878166372923
-0.415,2.059026296686675
-0.414875,2.089786974390373
-0.41475,2.152300609723694
-0.414625,2.152962129674311
-0.4145,2.145023890266905
-0.414375,2.1526313696990025
-0.41425,2.152300609723694
-0.414125,2.1595773291804825
-0.414,2.1562697294273967
-0.413875,2.152300609723694
-0.41375,2.155277449501471
-0.413625,2.149654529921225
-0.4135,2.1503160498718423
-0.413375,2.163877208859494
-0.41325,2.1493237699459167
-0.413125,2.1542851695755454
-0.413,2.1582542892792485
-0.412875,2.156931249378014
-0.41275,2.154615929550854
-0.412625,2.1542851695755454
-0.4125,2.1562697294273967
-0.412375,2.153623649624928
-0.41225,2.156931249378014
-0.412125,2.152300609723694
-0.412,2.15560820947678
-0.411875,2.152962129674311
-0.41175,2.151308329797768
-0.411625,2.153954409600237
-0.4115,2.1503160498718423
-0.411375,2.156931249378014
-0.41125,2.155277449501471
-0.411125,2.1493237699459167
-0.411,2.1532928896496197
-0.410875,2.150646809847151
-0.41075,2.1519698497483852
-0.410625,2.158585049254557
-0.4105,2.157592769328631
-0.410375,2.1618926490076427
-0.41025,2.1632156889088767
-0.410125,2.157262009353323
-0.41,2.1589158092298657
-0.409875,2.157262009353323
-0.40975,2.1542851695755454
-0.409625,2.2220909645138036
-0.4095,2.2412750430817012
-0.409375,2.2416058030570096
-0.40925,2.240613523131084
-0.409125,2.2379674433286154
-0.409,2.2432596029335525
-0.408875,2.2376366833533066
-0.40875,2.2432596029335525
-0.408625,2.2432596029335525
-0.4085,2.244251882859478
-0.408375,2.240613523131084
-0.40825,2.246897962661947
-0.408125,2.2356521235014553
-0.408,2.2382982033039243
-0.407875,2.2412750430817012
-0.40775,2.244582642834787
-0.407625,2.24392112288417
-0.4075,2.247559482612564
-0.407375,2.2425980829829353
-0.40725,2.2402827631557756
-0.407125,2.2349906035508385
-0.407,2.2399520031804667
-0.406875,2.2323445237483694
-0.40675,2.2409442831063924
-0.406625,2.2452441627854043
-0.4065,2.2419365630323185
-0.406375,2.244251882859478
-0.40625,2.2412750430817012
-0.406125,2.2402827631557756
-0.406,2.235982883476764
-0.405875,2.2399520031804667
-0.40575,2.244582642834787
-0.405625,2.2399520031804667
-0.4055,2.2419365630323185
-0.405375,2.2425980829829353
-0.40525,2.24392112288417
-0.405125,2.2419365630323185
-0.405,2.244582642834787
-0.404875,2.246897962661947
-0.40475,2.247559482612564
-0.404625,2.24623644271133
-0.4045,2.250205562415033
-0.404375,2.314042237649588
-0.40425,2.3183421173285996
-0.404125,2.321980477056994
-0.404,2.325949596760697
-0.403875,2.317019077427365
-0.40375,2.3193343972545253
-0.403625,2.3199959172051425
-0.4035,2.321318957106377
-0.403375,2.3176805973779824
-0.40325,2.3166883174520567
-0.403125,2.315365277550822
-0.403,2.325949596760697
-0.402875,2.320988197131068
-0.40275,2.3166883174520567
-0.402625,2.313380717698971
-0.4025,2.3199959172051425
-0.402375,2.3163575574767483
-0.40225,2.3107346378965024
-0.402125,2.317019077427365
-0.402,2.319665157229834
-0.401875,2.321980477056994
-0.40175,2.3193343972545253
-0.401625,2.319665157229834
-0.4015,2.317019077427365
-0.401375,2.315034517575514
-0.40125,2.318672877303908
-0.401125,2.324295796884154
-0.401,2.3160267975014395
-0.400875,2.3183421173285996
-0.40075,2.312719197748354
-0.400625,2.3183421173285996
-0.4005,2.317349837402674
-0.400375,2.3160267975014395
-0.40025,2.321980477056994
-0.400125,2.3166883174520567
-0.4,2.3199959172051425
-0.399875,2.3183421173285996
-0.39975,2.3176805973779824
-0.399625,2.321318957106377
-0.3995,2.320988197131068
-0.399375,2.319003637279217
-0.39925,2.366633073723652
-0.399125,2.395739951550807
-0.399,2.394086151674264
-0.398875,2.390778551921178
-0.39875,2.388793992069327
-0.398625,2.3990475513038927
-0.3985,2.4036781909582126
-0.398375,2.4020243910816697
-0.39825,2.3960707115261153
-0.398125,2.391440071871795
-0.398,2.3967322314767325
-0.397875,2.397724511402658
-0.39775,2.399378311279201
-0.397625,2.395409191575498
-0.3975,2.4013628711310524
-0.397375,2.3967322314767325
-0.39725,2.399378311279201
-0.397125,2.3980552713779666
-0.397,2.3990475513038927
-0.396875,2.3944169116495724
-0.39675,2.394747671624881
-0.396625,2.3967322314767325
-0.3965,2.3997090712545095
-0.396375,2.4000398312298183
-0.39625,2.397062991452041
-0.396125,2.391770831847104
-0.396,2.3983860313532754
-0.395875,2.4000398312298183
-0.39575,2.399378311279201
-0.395625,2.390778551921178
-0.3955,2.394086151674264
-0.395375,2.3980552713779666
-0.39525,2.395739951550807
-0.395125,2.3921015918224127
-0.395,2.393093871748338
-0.394875,2.392432351797721
-0.39475,2.393755391698955
-0.394625,2.3904477919458698
-0.3945,2.3891247520446353
-0.394375,2.397062991452041
-0.39425,2.3983860313532754
-0.394125,2.395739951550807
-0.394,2.459576626785362
-0.393875,2.4694994260446195
-0.39375,2.4675148661927677
-0.393625,2.465199546365608
-0.3935,2.4575920669335107
-0.393375,2.465199546365608
-0.39325,2.466853346242151
-0.393125,2.465199546365608
-0.393,2.461891946612522
-0.392875,2.4658610663162253
-0.39275,2.4638765064643735
-0.392625,2.4678456261680766
-0.3925,2.4645380264149908
-0.392375,2.4658610663162253
-0.39225,2.4691686660693106
-0.392125,2.4681763861433854
-0.392,2.465199546365608
-0.391875,2.4655303063409164
-0.39175,2.458253586884128
-0.391625,2.463545746489065
-0.3915,2.466853346242151
-0.391375,2.4711532259211624
-0.39125,2.4655303063409164
-0.391125,2.4632149865137567
-0.391,2.4655303063409164
-0.390875,2.4645380264149908
-0.39075,2.4665225862668425
-0.390625,2.4638765064643735
-0.3905,2.4642072664396824
-0.390375,2.468507146118694
-0.39025,2.4638765064643735
-0.390125,2.463545746489065
-0.39,2.4665225862668425
-0.389875,2.4694994260446195
-0.38975,2.4642072664396824
-0.389625,2.461230426661905
-0.3895,2.4661918262915337
-0.389375,2.4728070257977053
-0.38925,2.4645380264149908
-0.389125,2.459907386760671
-0.389,2.4592458668100536
-0.388875,2.4896757845384427
-0.38875,2.5290362216001636
-0.388625,2.530028501526089
-0.3885,2.521428742168066
-0.388375,2.5217595021433747
-0.38825,2.5263901417976946
-0.388125,2.5323438213532494
-0.388,2.527713181698929
-0.387875,2.525728621847078
-0.38775,2.529366981575472
-0.387625,2.5210979821927575
-0.3875,2.5287054616248548
-0.387375,2.5349899011557175
-0.38725,2.528374701649546
-0.387125,2.522421022093992
-0.387,2.522421022093992
-0.386875,2.5227517820693004
-0.38675,2.519774942291523
-0.386625,2.5234133020199176
-0.3865,2.5336668612544835
-0.386375,2.5287054616248548
-0.38625,2.522421022093992
-0.386125,2.5273824217236207
-0.386,2.519113422340906
-0.385875,2.5247363419211517
-0.38575,2.531020781452015
-0.385625,2.535651421106335
-0.3855,2.5376359809581865
-0.385375,2.52506710189646
-0.38525,2.5210979821927575
-0.385125,2.525728621847078
-0.385,2.5359821810816436
-0.384875,2.5330053413038662
-0.38475,2.5280439416742375
-0.384625,2.522090262118683
-0.3845,2.526059381822386
-0.384375,2.529366981575472
-0.38425,2.519113422340906
-0.384125,2.522421022093992
-0.384,2.520767222217449
-0.383875,2.518782662365598
-0.38375,2.515144302637203
-0.383625,2.5680658986865756
-0.3835,2.5829500975754613
-0.383375,2.5766656580445986
-0.38325,2.5773271779952154
-0.383125,2.5690581786125013
-0.383,2.5776579379705242
-0.382875,2.5829500975754613
-0.38275,2.5816270576742273
-0.382625,2.57170425841497
-0.3825,2.579642497822376
-0.382375,2.582619337600153
-0.38225,2.5703812185137354
-0.382125,2.5743503382174384
-0.382,2.5750118581680557
-0.381875,2.5760041380939813
-0.38175,2.5812962976989184
